TrialID,Last Refreshed on,Public title,Scientific title,Acronym,Primary sponsor,Date registration,Date registration3,Export date,Source Register,web address,Recruitment Status,other records,Inclusion agemin,Inclusion agemax,Inclusion gender,Date enrollement,Target size,Study type,Study design,Phase,Countries,Contact Firstname,Contact Lastname,Contact Address,Contact Email,Contact Tel,Contact Affiliation,Inclusion Criteria,Exclusion Criteria,Condition,Intervention,Primary outcome,Secondary outcome,results date posted,results date completed,results url link,Retrospective flag,Bridging flag truefalse,Bridged type,results yes no
<br>          3. TMS cannot cooperate;
<br>
<br>          4. TMS-EEG examination artifacts are obvious, or cannot be analyzed due to other
<br>             technical reasons.
<br>      ",,Essential Tremor,Device: real rTMS;Device: sham rTMS,The efficacy of the treatment on the essential tremor evaluated by Essential Tremor Rating Assessment Scale (TETRAS) score;Changes from baseline in tremor analysis,Changes from baseline in TMS-EEG;Change in Non-Motor Symptoms Rating Scale (NMSS) score from baseline;Change in Mini-Mental State Examination (MMSE) score from baseline;Change in Montreal Cognitive Assessment (MOCA) score from baseline;Changes from baseline in Hamilton Anxiety Scale(HAMA) score;Changes from baseline in Hamilton Depression Scale-24(HAMD-24) score;Quality of Life Questionnaire (QUEST) score change from baseline;Change in Pittsburgh Sleep Quality Index (PSQI) score from baseline;Change in Fatigue Severity Scale (FSS) score from baseline;RBD Screening Questionnaire (RBDSQ) score;Test the sleep characteristics by polysomnography (PSG);test the characteristics of vestibular evoked myogenic potential (VEMP);test the gene's type of the notch2nlc,,,,No,FALSE,          ,

NCT06128746,22-Jan-24,rTMS Treatment of Spasticity in Children With Cerebral Palsy/ Hemiplegia Due to ABI - a RCT,Repetitive Transcranial Magnetic Stimulation (rTMS) for the Treatment of Spasticity in Children With Hemiplegic Cerebral Palsy/ Hemiplegia Due to Acquired Brain Injury - a Randomized Controlled Trial,,The University of Hong Kong,07/11/2023,20231107,03/03/2024 21:37:18,ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT06128746,Recruiting,No,7 Years,18 Years,All,13/01/2024,20,Interventional,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label). ,N/A,Hong Kong, ; ,"Winnie Wan Yee Tso, MBBS;Oscar Leung, MSocSc",,wytso@hku.hk;oscarlk@hku.hk,+85222554295;+85222554375,,"
<br>        Inclusion Criteria:
<br>
<br>          -  Patients aged between 7 years and 18 years
<br>
<br>          -  Diagnosis of cerebral palsy with hemiplegia
<br>
<br>          -  Upper limb spasticity = 1
<br>
<br>          -  IQ = 50
<br>
<br>        Exclusion Criteria:
<br>
<br>          -  Any contra-indications to rTMS
<br>
<br>          -  Severe spasticity (score of 4 or more in Ashworth scale)
<br>
<br>          -  Uncontrollable epilepsy
<br>
<br>          -  History of Botulinum toxin A injection in previous 6 months
<br>
<br>          -  Upper limb casting in previous 6 months
<br>      ",,CP (Cerebral Palsy),Device: Repetitive Transcranial Magnetic Stimulation;Device: Sham Repetitive Transcranial Magnetic Stimulation,Modified Ashworth Scale;The range of motion scores,Zancolli scale;House functional classification scale;Gross motor function measure;Assisting hand assessment;Pediatric Quality of Life Cerebral Palsy module;MRI Brain: fMRI and DKI,,,,Yes,FALSE,          ,

NCT06090682,23-Oct-23,Effect and Mechanism of Brain Stimulation for Parkinson's Disease With Cognitive Impairment,Effect and Mechanism of Deep Brain Stimulation and Transcranial Magnetic Stimulation on Parkinson's Disease With Cognitive Impairment,,Tianjin Huanhu Hospital,14/10/2023,20231014,03/03/2024 21:37:18,ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT06090682,Recruiting,No,N/A,75 Years,All,01/11/2023,200,Observational,,,China, ; ,"Zhao Guangrui, doctor;Yin Shaoya, doctor",,Guangrui-Zhao@hotmail.com;yinsya@hotmail.com,+86 18956405513;+86 18622139285,,"
<br>        Inclusion Criteria:
<br>
<br>        1. The clinical diagnosis of PD is consistent with the United Kingdom Parkinson's Disease
<br>        Society Brain Bank criteria, with disease duration over 5 years, acute levodopa motor
<br>        response =30%, and indication for STN-DBS.
<br>
<br>        Exclusion Criteria:
<br>
<br>        Exclusion criteria included patients with severe cognitive impairment, severe psychiatric
<br>        disorders, acute levodopa motor response less than 30%, atypical parkinsonism, and
<br>        contraindications to surgery.
<br>      ",,Parkinson Disease;Cognitive Impairment,Device: Deep Brain Stimulation(DBS) and Transcranial Magnetic Stimulation(TMS),Montreal Cognitive Rating Scale(MoCA);verbal fluency test (VF),the third part of the Unified Parkinson's Disease Rating Scale (UPDRS III),,,,Yes,FALSE,          ,

NCT06087926,12-Feb-24,Apathy in Parkinson Disease TMS Study,Investigation of Non-invasive Brain Stimulation for the Treatment of Apathy,PDTMSAPATHY,"University of North Carolina, Chapel Hill",11/10/2023,20231011,03/03/2024 21:37:18,ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT06087926,Not recruiting,No,55 Years,80 Years,All,14/02/2024,60,Interventional,Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Basic Science. Masking: Single (Participant). ,N/A,United States, ; ,"Miriam Sklerov, MD;Anita Frohlich, LL.M.",,;frohlicha@neurology.unc.edu,;919-843-6880,"University of North Carolina, Chapel Hill;","
<br>        Inclusion Criteria:
<br>
<br>          -  Diagnosis of idiopathic Parkinson Disease.
<br>
<br>          -  At least 5 years of symptoms.
<br>
<br>          -  On dopaminergic medication for Parkinson Disease.
<br>
<br>          -  Stable on dopaminergic medication and other medications which may influence apathy
<br>             (such as selective serotonin re-uptake inhibitors, stimulant medications) for at least
<br>             4 weeks prior to first study visit and remain stable throughout the study period.
<br>
<br>          -  Hospital's study-specific informed consent must be obtained.
<br>
<br>          -  Must have capacity to provide informed consent in English.
<br>
<br>          -  For female participants, confirmation that they have not had a menstrual period in
<br>             over 12 months, or that they will use an effective form of contraception during the
<br>             study.
<br>
<br>        Exclusion Criteria:
<br>
<br>          -  Inability to provide informed consent.
<br>
<br>          -  Inability to perform effort task (determined during the titration session).
<br>
<br>          -  Presence of dementia (Montreal Cognitive Assessment (MoCA) score < 21).
<br>
<br>          -  History of epilepsy or brain surgery.
<br>
<br>          -  Severe tremor or dyskinesia that would interfere with EEG (determined by the PI).
<br>
<br>          -  Patients with clinically significant medical or neurological conditions which may be
<br>             an alternative cause of parkinsonism such as repeated brain injury, anti-dopaminergic
<br>             medications, anoxic brain injury, or significant basal ganglia strokes.
<br>
<br>          -  Presence of other known central nervous system disease that may interfere with
<br>             performance or interpretation of EEG or TMS.
<br>
<br>          -  Presence of any implanted metal devices including, but not limited to, pacemakers,
<br>             deep brain stimulators, vagal nerve stimulators, bladder stimulators, or cochlear
<br>             implants.
<br>
<br>          -  Presence of medical contraindications to TMS such as implanted stimulators, history of
<br>             mania or bipolar disorder, history of epilepsy.
<br>      ",,Parkinson Disease,Device: Transcranial Magnetic Stimulation (TMS),Change in goal-directed behavior after transcranial magnetic stimulation (TMS);Change in reward evaluation after transcranial magnetic stimulation (TMS),Association between frontal midline theta EEG power and goal-oriented behavior;Association between frontal midline theta EEG power and reward evaluation,,,,Yes,FALSE,          ,

NCT06074614,27-Nov-23,Neural Control of Breathing in Parkinson's Disease,Neural Control of Breathing in Parkinson's Disease: an Exploratory Study,NEURON-PD,Radboud University Medical Center,03/10/2023,20231003,03/03/2024 21:37:18,ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT06074614,Recruiting,No,18 Years,N/A,All,30/10/2023,30,Observational,,,Netherlands, ; ; ,"Jonne Doorduin, PhD;Jonne Doorduin, PhD;Jonne Doorduin, PhD",,;jonne.doorduin@radboudumc.nl;jonne.doorduin@radboudumc.nl,;+31243611111;+31650155757,Radboud University Medical Center;,"
<br>        Inclusion Criteria:
<br>
<br>          -  Healthy subjects: competent adult (>18 years) volunteers
<br>
<br>          -  Patients: adult (<18 years) patients with Parkinson's disease, clinically confirmed by
<br>             a movement disorder specialised neurologist with Hoehn and Yahr staging 1 to 3
<br>
<br>          -  Willingness and ability to understand nature and content of the study
<br>
<br>          -  Ability to participate and comply with study requirements
<br>
<br>        Exclusion Criteria:
<br>
<br>          -  Healthy subjects: previous or ongoing diseases of the central nervous system
<br>
<br>          -  Patients: previous or ongoing diseases of the central nervous system, other than
<br>             Parkinson's disease
<br>
<br>          -  History of or current psychiatric treatment
<br>
<br>          -  History of or current brain surgery or epilepsy, unclusing deep brain stimulation
<br>
<br>          -  Neuromuscular disorders
<br>
<br>          -  Pre-existing pulmonary disease, such as chronic obstructive pulmonary disease, asthma
<br>             or pulmonary fibrosis
<br>
<br>          -  TMS incompatibility (metal parts in head or neck, skin allergies)
<br>
<br>          -  Implanted cardiac pacemaker or defibrillator, neurostimulator, cochlear implant or
<br>             medical infusion device
<br>
<br>          -  Large or ferromagnetic metal parts in the head (exept for a dental wire)
<br>
<br>          -  Pregnancy
<br>
<br>          -  Smoking
<br>      ",,Parkinson Disease,Diagnostic Test: Hypercapnic ventilatory response;Diagnostic Test: Respiratory related evoked potential;Diagnostic Test: Transcranial magnetic stimulation,Hypercapnic ventilatory response curve;Respiratory related evoked potential;Transcranial magnetic stimulation,FVC;FEV1;MIP;MEP,,,,Yes,FALSE,          ,

NCT06015672,08-Jan-24,Accelerated TMS for Focal Hand Dystonia,Duke Accelerated Transcranial Magnetic Stimulation for Focal Hand Dystonia,,Duke University,23/08/2023,20230823,03/03/2024 21:37:18,ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT06015672,Recruiting,No,18 Years,N/A,All,21/12/2023,20,Interventional,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: Double (Participant, Outcomes Assessor). ",N/A,United States, ; ; ,"Noreen Bukhari-Parlakturk, MD PhD;Noreen Bukhari-Parlakturk, MD PhD;Noreen Bukhari-Parlakturk, MD PhD",,;movdisres@dm.duke.edu;movdisres@dm.duke.edu,;(919) 668-2879;919-668-2879,Duke Health;,"
<br>        Inclusion Criteria:
<br>
<br>          -  18yrs and older
<br>
<br>          -  Diagnosed with isolated focal hand by Neurologist
<br>
<br>          -  Right-hand dominant
<br>
<br>          -  Must be able to sign an informed consent
<br>
<br>          -  Must be literate
<br>
<br>        Exclusion Criteria:
<br>
<br>          -  Other neurological movement disorders diagnoses including other types of dystonia,
<br>             Parkinsonism, or essential tremor
<br>
<br>          -  History of seizure disorder
<br>
<br>          -  Concomitant medications are known to decrease seizure threshold
<br>
<br>          -  Illicit drug use
<br>
<br>          -  No TMS therapy for another indication within one month of this research study
<br>
<br>          -  Botulinum toxin injections within 3months of the research study
<br>
<br>          -  Medications used for symptom treatment of dystonia including anticholinergic,
<br>             benzodiazepines, and muscle relaxants among others within one month of the study
<br>
<br>          -  No physical or occupational therapy of the hand within one month of the study
<br>
<br>          -  Any contraindications to MRI or TMS
<br>      ",,Isolated Focal Hand Dystonia,Device: Transcranial Magnetic Stimulation (TMS),Change in behavioral writing measure;Change in brain connectivity in the motor network,,,,,Yes,FALSE,          ,

ChiCTR2300073361,10-Jul-23,The effect of low-frequency repetitive transcranial magnetic stimulation and continuous theta burst stimulation on sleep disturbances in Parkinson disease,The effect of low-frequency repetitive transcranial magnetic stimulation and continuous theta burst stimulation on sleep disturbances in Parkinson disease                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,The sixth affiliated hospital of wenzhou medical university,07/07/2023,20230707,03/03/2024 21:37:18,ChiCTR,https://www.chictr.org.cn/showproj.html?proj=149474,Recruiting,No,18,80,Male,01/01/2019,rTMS group :40;cTBS group:40;control group:40;,Interventional study,Parallel,1,china,hongwei wu,,"15 Dazhong Street, Lishui CityZhejiang, China ",whwenjoy@163.com,+86 151 5868 9139,The sixth affiliated hospital of wenzhou medical university,"Inclusion criteria: (3)non-motor symptoms in PD patients (with a focus on sleep symptoms).<br>The subjects were over 18 years old. In accordance with the clinical diagnostic criteria for Parkinson's disease proposed by the International Society for Movement Disorders in 2015 [26]; Pd patients with sleep disorders, namely the first item score of the Parkinson's disease sleep scale (PDSS); Consent and informed consent were obtained from all patients before enrollment.","Exclusion criteria: Parkinsonian syndrome (including traumatic, neoplastic, drug-induced, toxic, vascular and hydrocephalus, etc.) and Parkinsonian plus syndrome; Patients with severe anxiety and depression; Patients with a history of epilepsy; With metal implants such as cardiac pacemakers; Patients with serious diseases of other systems; Poor or inappropriate compliance. ",parkinson  disease,rTMS group :TMS stimulation;cTBS group:continuous theta burst stimulation;control group:sham stimulation;,deep sleep time-DST;total sleep time-TST;Unified Parkinson's Disease Rating Scale -UPDRS3;Parkinson Disease Sleep Scale-PDSS;The Insomnia Severity Index-ISI;,The Self-rating Anxiety Scale-SAS;The Self-rating Depression Scale -SDS;,,,,No,FALSE,          ,

ChiCTR2300072658,03-Oct-23,"A multi-center, randomized, double-blind, sham-stimulation controlled study of transcranial magnetic stimulation with precision navigation for the treatment of Multiple System Atrophy","A multi-center, randomized, double-blind, sham-stimulation controlled study of transcranial magnetic stimulation with precision navigation for the treatment of Multiple System Atrophy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",,"Department of Neurology, Xijing Hospital, The Air Force Military Medical University, Xi'an, China.",20/06/2023,20230620,03/03/2024 21:37:18,ChiCTR,https://www.chictr.org.cn/showproj.html?proj=197632,Recruiting,No,18,80,Both,28/06/2023,MSA-P Intervention group:24;MSA-P Control group:24;MSA-C Intervention group:24;MSA-C Control group:24;,Interventional study,Parallel,0,China,Liu Xuedong,,"127 New Changle Road West, Xi 'an,Shaanxi,China",dongxg0752@163.com,+86 138 9195 1606,"Department of Neurology, Xijing Hospital, The Air Force Military Medical University, Xi'an, China.","Inclusion criteria: 1.Meet the diagnostic criteria of clinically confirmed and probable MSA proposed by MDS in 2022, and confirmed by doctors engaged in Parkinson 's disease and dyskinesia for more than 5 years; <br>2. The recall of medical history is detailed and reliable; 3. Sign the informed consent form.","Exclusion criteria: 1. Suffering from other chronic degenerative diseases of the nervous system; <br>2. Patients with other diseases and serious complications; <br>3. Other causes of limb movement disorders or affect the assessment of the condition; <br>4. TMS treatment contraindications, related to the disease: <br>a. history of epilepsy; <br>b. traumatic brain injury, brain tumors, encephalitis, cerebrovascular disease, cerebral metabolic diseases; <br>c. taking drugs can reduce the seizure threshold, not taking anticonvulsant drugs and prevent seizures; <br>d. sleep deprivation, jet lag did not recover, drunkenness, excessive fatigue. Increased risk and uncertain factors: a. intracranial implantation of electrodes; B. pregnancy; c. severe or recent heart disease. <br>5. MRI contraindications for patients, such as metal implants in the body, unable to cooperate with the examination.",Multiple System Atrophy,MSA-P Intervention group:iTBS ;MSA-P Control group:sham stimulation;MSA-C Intervention group:cTBS;MSA-C Control group:sham stimulation;,the Unified Multiple System Atrophy Rating Scale total score;,the UPDRSIII score ;Icars score;electroencephalogram;functional magnetic resonance imaging;MEP;gait quantitative analysis;berg balance scale;COMPASS-31 score;HAMA;HAMD;MMSE;,,,,Yes,FALSE,          ,

IRCT20230504058069N1,25-Jul-23,?RTMS effects on PSP patients,Effect of repetitive transcranial magnetic stimulation on dysarthria and postural disturbance in patients with progressive supranuclear palsy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,,Mashhad University of Medical Sciences,18/06/2023,20230618,03/03/2024 21:37:18,IRCT,http://en.irct.ir/trial/70086,Not Recruiting,No,no limit,no limit,Both,26/05/2023,12,interventional,"Randomization: Randomized, Blinding: Double blinded, Placebo: Used, Assignment: Parallel, Purpose: Treatment, Randomization description: there was used randominaztion techniques by blocks for patients' groups randominazation, for this purpose we must make a block by 30 charachters with combination of A ,B alphabet in ""sealed envelope"" site and use it for randominazation. we use allocation concealment by sealed envelops, Blinding description: blinding was done in participant patients,investigators and outcome assesors.patients and investigators by using a secret code in the selead envelopes remain blinded and information analizer is chosen from out of researcher group Intervention patient (receive RTMS or sham) in sealed envelopes that code are received. Coding by one of the project collaborators It takes place and the doctor, evaluator and patient are blinded.",N/A,Iran (Islamic Republic of),Mina FarahNezhad,,"Unit 303,Eastern Wing, Third Floor,Tower G, Tower G4,before Kharazi Highway,Northern Pazhouhesh Blvd,Chitgar,Tehran",m.farahnezhad@yahoo.com,+98 912 763 5742,Mashhad University of Medical Sciences,Inclusion criteria: PSP patients that was diagnosed by national institute of neurologic disease and stroke for PSP citeria<br>patient who can stand alon and without helping<br>patient who can walking at least a few steps without helping<br>patient who can speak and answer the questions<br>patient who has signed the informed consent form to enter the plan,Exclusion criteria: patient who was diagnosed dementia by DSM-IV criteria<br>patient who had vestibular or properioception or sensory deficits<br>patient who has any contraindication of brain stimulation (such as pacemakers or presence of metal objects in the head)<br>the patient had dysartheria before the onset of disease<br>patient who had past medical history of stroke<br>patient who is mute,PSP Proressive supranuclear palsy. <br>Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski];G23.1,"Intervention 1: Intervention group: 6 PSP patients who receive 10 sessions of rTMS with 900 daily pulses of 10 Hz every other day. The location of the coils will be in contact with the skull two centimeters on the sides and one centimeter below the inion. Intervention 2: Control group: 6 PSP patients who receive 10 sessions of rTMS  every other day ,along with a 3 cm non-conductive object between the scalp and the cap of the device and 900 daily pulses of 10 Hz. The location of the coils will be in contact with the skull two centimeters on the sides and one centimeter below the inion.","Checking the postural instabilility of patients. Timepoint: The beginning of the study (before starting rTMS), the end of receiving rTMS, four months later. Method of measurement: Kinematic analysis of scoring movement based on the results of forces and energy.;Checking the speech and swalling of patients. Timepoint: The beginning of the study (before starting rTMS), the end of receiving rTMS, four months later. Method of measurement: Wanberg's auditory-perceptual assessment index and the Northwestern swallowing disorder test.",????? ????? ???????. Timepoint: The beginning of the study and the end of the study. Method of measurement: PDQL questionnaire.,,,,No,FALSE,          ,

NCT05967390,19-Dec-23,Localized Analysis of Normalized Distance From Scalp to Cortex and Personalized Evaluation (LANDSCAPE),Localized Analysis of Normalized Distance From Scalp to Cortex and Personalized Evaluation (LANDSCAPE): A Project of MRI-informed Computational Head Model,,Chinese University of Hong Kong,15/06/2023,20230615,03/03/2024 21:37:18,ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT05967390,Recruiting,No,60 Years,95 Years,All,15/06/2023,488,Observational,,,Hong Kong, ; ; ,"Hanna LU, PhD;Hanna LU, PhD;Candy Wong",,;hannalu@cuhk.edu.hk;candy.wong@cuhk.edu.hk,;28314305;85226076063,Chinese University of Hong Kong;,"
<br>        Inclusion Criteria:
<br>
<br>          -  Right-handed as assessed by the Edinburgh Inventory
<br>
<br>          -  Able to attend TMS interventions
<br>
<br>          -  Consent
<br>
<br>          -  Independent in daily life activities
<br>
<br>        Exclusion Criteria:
<br>
<br>          -  Uncorrected visual or auditive deficits not allowing the realization of the test
<br>
<br>          -  Evolutive disease (such as cancer)
<br>
<br>          -  Neurological or psychiatric antecedent
<br>
<br>          -  Counter-indication to MRI
<br>      ",,Aging;Dementia Alzheimers;Parkinson Disease;Dementia Frontotemporal;Depression in Old Age,Device: Transcranial Magnetic Stimulation,Scalp-to-cortex distance will be measured using geometric brain model,,,,,Yes,FALSE,          ,

NCT05925296,10-Jul-23,The Effect of Dual-site Repetitive Transcranial Magnetic Stimulation on Freezing of Gait in PD,The Effect of Dual-site Repetitive Transcranial Magnetic Stimulation on Freezing of Gait in Patients With Parkinson Disease,,The First Affiliated Hospital with Nanjing Medical University,12/06/2023,20230612,03/03/2024 21:37:18,ClinicalTrials.gov,https://clinicaltrials.gov/show/NCT05925296,Recruiting,No,40 Years,80 Years,All,01/08/2022,53,Interventional,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Outcomes Assessor). ",N/A,China, ; ; ,Kezhong Zhang;Kezhong Zhang;Kezhong Zhang,,;kezhong_zhang1969@126.com;kezhong_zhang1969@126.com,;13770840575;13770840575,The First Affiliated Hospital with Nanjing Medical University;,"
<br>        Inclusion Criteria:
<br>
<br>          1. Idiopathic Parkinson's disease (PD), as diagnosed by a neurologist.
<br>
<br>          2. Item 3 of the Freezing of Gait Questionnaire(FOG-Q) scored =1.
<br>
<br>          3. Age between 40 and 80 years old.
<br>
<br>          4. Mini-Mental State Examination score >24.
<br>
<br>          5. Ability to walk 30 meters independently.
<br>
<br>          6. Stable medication.
<br>
<br>          7. Patients experienced FOG during an interview.
<br>
<br>        Exclusion Criteria:
<br>
<br>          1. Other neurological or psychiatric disorders.
<br>
<br>          2. Severe personality disorder. History of epilepsy, seizures, or convulsions.
<br>
<br>          3. History of head injury or stroke.
<br>
<br>          4. Metal remains of the skull or inside the brain (outside the oral cavity).
<br>
<br>          5. Surgeries including metallic implants or known history of metal particles in the eye,
<br>             pacemakers,hearing devices transplantation, or medical pumps.
<br>
<br>          6. Severe dyskinesia, tremor, cognitive, visual or auditory impairment.
<br>
<br>          7. Patients who could not complete the follow-up.
<br>      ",,Parkinson Disease,Device: magnetic stimulation,Changes of Freezing of Gait Questionnaire,Changes of MDS-UPDRS;Gait speed;Stride length;Stride time variability;Double support;Resting motor threshold (RMT);Cortical silent period (CSP);Short-interval intracortical inhibition (SICI);Intracortical facilitation (ICF);Short-interval intracortical facilitation (SICF);Plasma indicators;Changes in functional connectivity in the brain cortex;Changes in cerebral blood flow in the brain cortex;Brian structure compared among groups,,,,No,FALSE,          ,
