TrialID,"Last Refreshed on","Public title","Scientific title",Acronym,"Primary sponsor","Date registration","Date registration3","Export date","Source Register","web address","Recruitment Status","other records","Inclusion agemin","Inclusion agemax","Inclusion gender","Date enrollement","Target size","Study type","Study design",Phase,Countries,"Contact Firstname","Contact Lastname","Contact Address","Contact Email","Contact Tel","Contact Affiliation","Inclusion Criteria","Exclusion Criteria",Condition,Intervention,"Primary outcome","Secondary outcome","results date posted","results date completed","results url link","Retrospective flag","Bridging flag truefalse","Bridged type","results yes no"
NCT06232629,"12 February 2024","Towards Noninvasive DBS of the Basal Ganglia in Parkinson's Disease Using TUS","Towards Noninvasive Deep Brain Stimulation of the Basal Ganglia in Parkinson's Disease Using Low-intensity Transcranial Ultrasound Stimulation",,"University Health Network, Toronto",26/12/2023,"  20231226","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT06232629,"Not recruiting",No,"18 Years",N/A,All,01/08/2023,10,Interventional,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Basic Science. Masking: Double (Participant, Outcomes Assessor). ",N/A,Canada," ","Robert Chen, MBBS",,,,"University Health Network, Toronto","
<br>      ",,"Parkinson Disease;Dystonia","Device: TUS Active;Device: TUS Sham","Any treatment-related adverse events and side effects of TUS applications;Modulations in the amplitude of the LFP power spectrum","Modulations of the aperiodic activities derived from the LFPs",,,,No,False,"          ",
NCT06090292,"30 October 2023","Effects of Peripheral Electrical Stimulation With Focused Ultrasound on Motor Symptoms in Parkinson's Patients","Investigating the Effects of Peripheral Electrical Stimulation in Combination With Low Intensity Focused Ultrasound for Upper Extremity Motor Symptoms in Patients With Parkinson Disease (PD)",tbFUS-FES_PD,"University Health Network, Toronto",13/10/2023,"  20231013","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT06090292,Recruiting,No,"18 Years","90 Years",All,13/06/2023,15,Interventional,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Basic Science. Masking: Double (Participant, Outcomes Assessor). ",N/A,Canada," ; ; ","Robert Chen;Julian Kwok;Julian Kwok",,;julian.kwok@uhn.ca;julian.kwok@uhn.ca,";1 416 603 5800;1 416 603 580","University Health Network, Toronto;","
<br>        Inclusion Criteria:
<br>
<br>          -  18-90 years of age
<br>
<br>          -  Confirmed diagnosis of Parkinson's disease
<br>
<br>          -  Stable dopaminergic medication dose for a minimum of 4 weeks (applicable for PD
<br>             patients only)
<br>
<br>        Exclusion Criteria:
<br>
<br>        History of stroke or seizure
<br>
<br>          -  Comorbid dementia
<br>
<br>          -  Scored below 22 on the Montreal Cognitive Assessment (MoCA)
<br>
<br>          -  Has intracranial implant(s) or device(s)
<br>
<br>          -  Has an implanted cardiac pacemaker or implantable cardioverter-defibrillator (ICD)
<br>
<br>          -  Has a previous surgical intervention to treat the movement disorder such as lesioning
<br>             or a Deep Brain Stimulation system in place.
<br>
<br>          -  Presence of metal implanted in body that is contraindicated in TMS/MRI/peripheral
<br>             electrical stimulation
<br>
<br>          -  Pregnancy
<br>
<br>          -  Major depression/psychiatric disorder that in the opinion of the Investigator will
<br>             affect patient's understanding of study procedures and willingness to abide by all
<br>             procedures during the course of the study
<br>
<br>          -  Is on antipsychotics, anti-depressants, marijuana, or other recreational drugs that
<br>             affect the nervous system
<br>
<br>          -  Major musculoskeletal or neuromuscular disease or disorder of the hands, wrists and
<br>             limbs
<br>
<br>          -  Severe Dyskinesia
<br>
<br>          -  Genetic mutations
<br>
<br>          -  Major systemic illness or infection
<br>      ",,"Parkinson Disease","Device: Real TUS;Device: Real FES;Device: Sham TUS;Device: Sham FES","Averaged 1mV Motor Evoked Potential (MEP) Amplitude recorded from the right and left FDI, APB and ADM","Unified Parkinsons Disease Rating Scale (UPDRS);Finger tapping task",,,,No,False,"          ",
NCT06032585,"6 November 2023","TRANSPARK_LONG: The Diagnostic Value of Early Transcranial Ultrasound in Patients With Extrapyramidal Diseases in a Swedish Population","TRANSPARK_LONG: The Diagnostic Value of Early Transcranial Ultrasound in Patients With Extrapyramidal Diseases in a Swedish Population: an Evaluation in the Form of a Retrospective Cohort Study With a Long Follow-up Time",,"Region Skane",04/09/2023,"  20230904","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT06032585,"Not recruiting",No,"18 Years","100 Years",All,01/10/2023,80,Observational,,,Sweden," ; ","Markus Stiehm;Markus Stiehm, MD",,Markus.Stiehm@skane.se;,+4640336379;+4640331000,,"
<br>        Inclusion Criteria:
<br>
<br>          -  Patients with parkinsonism or essential tremor who came into contact with our clinic
<br>             before 2017
<br>
<br>          -  Satisfactory transcranial bone window
<br>
<br>          -  Previous TU (clinical indication)
<br>
<br>        Exclusion Criteria:
<br>
<br>          -  No transcranial bone window
<br>      ",,Parkinsonism;Tremor;Dementia,,Correlation,Correlation,,,,Yes,False,"          ",
NCT05965960,"16 October 2023","Investigating LFP Correlates of TUS in Patients With Movement Disorders","Investigating Local Field Potential Correlates of Transcranial Ultrasound Stimulation in Patients With Movement Disorders",TUS-LFP,"University Health Network, Toronto",07/06/2023,"  20230607","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT05965960,Recruiting,No,"18 Years",N/A,All,18/05/2023,25,Interventional,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Basic Science. Masking: Double (Participant, Outcomes Assessor). ",N/A,Canada," ; ; ","Robert Chen, MBBS;Julian Kwok;Julian Kwok",,;julian.kwok@uhn.ca;julian.kwok@uhn.ca,";1 416 603 5800;1 416 603 580","University Health Network, Toronto;","
<br>        Inclusion Criteria:
<br>
<br>          1. Adult patients with movement disorders (diagnosed by a movement disorder specialist)
<br>
<br>          2. Implantation of a Percept PC DBS system at least one month before the sonications
<br>
<br>          3. Stable dopaminergic medication dose for a minimum of 4 weeks
<br>
<br>        Exclusion Criteria:
<br>
<br>          1. Concomitant neurological conditions (stroke, seizure, dementia, major depression /
<br>             psychiatric disorders, active drug abuse/addiction and major
<br>             neuromuscular/musculoskeletal diseases)
<br>
<br>          2. Declined cognitive scores (MoCA score < 22)
<br>
<br>          3. Implants (cardiac pacemaker, implantable cardioverter-defibrillator, intracranial
<br>             devices other than DBS system such as shunts and MR-unsafe devices)
<br>
<br>          4. History of intracranial lesioning procedures
<br>
<br>          5. Major systemic illness, infection or pregnancy
<br>      ",,"Parkinson Disease;Essential Tremor;Dystonia","Device: TUS Active;Device: TUS Sham","LFP power (Experiment 1);Stimulation artifact (Experiment 2)","UPDRS (Experiment 1);Finger tapping task (Experiment 1);Adverse effect profile (Experiment 1 and 2)",,,,No,False,"          ",
ChiCTR2200066454,"15 May 2023","A Continuous Access Study to Evaluate Safety and Effectiveness of ExAblate Transcranial MR Guided Focused Ultrasound for Unilateral Thalamotomy in the Treatment of Medication-Refractory Tremor Dominant Idiopathic Parkinson’s Disease","A Continuous Access Study to Evaluate Safety and Effectiveness of ExAblate Transcranial MR Guided Focused Ultrasound for Unilateral Thalamotomy in the Treatment of Medication-Refractory Tremor Dominant Idiopathic Parkinson’s Disease                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",,"Henan Provincial People’s Hospital",06/12/2022,"  20221206","03/03/2024 20:40:04",ChiCTR,https://www.chictr.org.cn/showproj.html?proj=186301,"Not Recruiting",No,20,100,Both,02/02/2019,"Single Arm:21;","Interventional study","Single arm",4,China,"Meiyun Wang",,"7 Weiwu Rd, Zhengzhou, Henan, China",marian9999@163.com,"+86 13837101920","Henan Provincial People’s Hospital","Inclusion criteria: 1. Men and women, age 20 years and older
<br>2. Subjects who are able and willing to give informed consent and able to attend all study visits through entire follow up period.
<br>3. Subjects with a diagnosis of idiopathic PD as confirmed from clinical history and examination by a movement disorder neurologist or neurosurgeon at the site
<br>4. All subjects included in this study will have a TD/PIGD ratio > 1.5 in the medicated [ON] state as calculated from the UPDRS formula as described by S, et. al., [74].
<br>5. Subject demonstrates a resting tremor severity score of greater than or equal to 3 in the hand/arm as measured by the medicated (ON) UPDRS question #20 or a postural/action tremor greater than or equal to a 2 for question #21
<br>6. Significant disability due to PD tremor despite medical treatment (CRST score of 2 or above in any one of the items 16-23 from the Disability subsection of the CRST: [speaking, feeding other than liquids, bringing liquids to mouth, hygiene, dressing, writing, working, and social activities])
<br>7. Tremor remains disabling when medical therapy is optimal or not tolerated for the treatment of other cardinal signs of PD (bradykinesia, rigidity, etc), as determined by a movement disorders neurologist or neurosurgeon at the site
<br>8. Subjects should be on a stable dose of all PD medications for 30 days prior to study entry.
<br>9. The thalamus must be apparent on MRI such that targeting of the Vim nucleus can be performed indirectly by measurement from a line connecting the anterior and posterior commissures of the brain.
<br>10. Subject is able to communicate sensations during the ExAblate Transcranial procedure.","Exclusion criteria: 1. Subjects with unstable cardiac status including:
<br>a) Unstable angina pectoris on medication
<br>b) Subjects with documented myocardial infarction within six months of protocol entry
<br>c) Significant congestive heart failure defined with ejection fraction < 40
<br>d) Subjects with unstable ventricular arrhythmias
<br>e) Subjects with atrial arrhythmias that are not rate-controlled
<br>2. Subjects exhibiting any behavior(s) consistent with ethanol or substance abuse as defined by the criteria outlined in the DSM-IV as manifested by one (or more) of the following occurring within the preceding 12-month period:
<br>a) Recurrent substance use resulting in a failure to fulfill major role obligations at work, school, or home (such as repeated absences or poor work performance related to substance use; substance-related absences, suspensions, or expulsions from school; or neglect of children or household).
<br>b) Recurrent substance use in situations in which it is physically hazardous (such as driving an automobile or operating a machine when impaired by substance use)
<br>c) Recurrent substance-related legal problems (such as arrests for substance related disorderly conduct)
<br>d) Continued substance use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the substance (for example, arguments with spouse about consequences of intoxication and physical fights).
<br>3. Severe hypertension (diastolic BP > 100 on medication)
<br>4. Subjects with standard contraindications for MR imaging such as non-MRI compatible implanted metallic devices including cardiac pacemakers, size limitations, etc.
<br>5. Significant claustrophobia that cannot be managed with mild medication.
<br>6. Current medical condition resulting in abnormal bleeding and/or coagulopathy
<br>7. Patient with severely impaired renal function with estimated glomerular filtration rate <30 ml/min/1.73m2 and/or who is on dialysis;
<br>8. Receiving anticoagulant (e.g. warfarin) or antiplatelet (e.g. aspirin) therapy within one week of focused ultrasound procedure or drugs known to increase risk or hemorrhage (e.g. Avastin) within one month of focused ultrasound procedure
<br>9. Subjects with risk factors for intraoperative or postoperative bleeding as indicated by: platelet count less than 100,000 per cubic millimeter, a documented clinical coagulopathy, or INR coagulation studies exceeding the institutions laboratory standard
<br>10. History of intracranial hemorrhage
<br>11. Cerebrovascular disorder (multiple cerebrovascular disorder or cerebrovascular disorder that occurred within the last six months)
<br>12. Subject who weigh more than the upper weight limit of the table or subjects who will not fit into the MR scanner
<br>13. Subjects who are not able or willing to tolerate the required prolonged stationary supine position during treatment.
<br>14. Are participating or have participated in another clinical trial in the last 30 days
<br>15. Subjects unable to communicate with the investigator and staff.
<br>16. Presence of central neurodegenerative disease, including but not limited to Parkinson-plus syndromes, suspected on neurological examination. These include: multisystem atrophy, progressive supranuclear palsy, corticobasal syndrome, dementia with Lewy bodies, and Alzheimers disease.
<br>17. Any suspicion that Parkinsonian symptoms are a side effect from neuroleptic medications.
<br>18. Presence of significant cognitive impairment as determined with a score = 24 on the Mini Mental Status E","Medication-Refractory Tremor Dominant Idiopathic Parkinson’s Disease","Single Arm:MR guided focused Ultrasound treating VIM;","using validated scores: on medication, Upper Limb tremor subscore (32 point maximum) from the 8 items of Parts A & B of the CRST, based upon TDPD subjects where unilateral ExAblate thalamotomy was attempted (i.e., Intent-to-Treat analysis).;","On-medication total CRST;CRST Disability subsection Part C;",,,,No,False,"          ",
NCT05475340,"6 February 2023","Open Label Study for the Use of Transcranial Ultrasound Treatment of Tremor","Open Label Study for the Use of Transcranial Ultrasound Treatment of Tremor",,"Neurological Associates of West Los Angeles",21/07/2022,"  20220721","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/show/NCT05475340,Recruiting,No,"18 Years","90 Years",All,13/07/2022,50,Interventional,"Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label). ","Early Phase 1","United States"," ; ; ","Sheldon Jordan, MD;Rama Surya;Jonathan Haroon",,;jsurya@theneuroassociates.com;jharoon@theneuroassociates.com,;3108295968;310-829-5968,"The Regenesis Project;","
<br>        Inclusion Criteria:
<br>
<br>        In order for a subject to be considered for the Essential Tremor application of this study,
<br>        the following criteria are required:
<br>
<br>        Subjective complaint of tremor assessed and validated by physician
<br>
<br>        Must be willing to comply with the study protocol
<br>
<br>        English Proficiency
<br>
<br>        At least 18 years of age
<br>
<br>        At most 90 years of age
<br>
<br>        In order for a subject to be considered for the Parkinson's Disease application of this
<br>        study, the following criteria are required:
<br>
<br>        Diagnosis of Parkinson's Disease validated by physician
<br>
<br>        Must be willing to comply with the study protocol
<br>
<br>        English Proficiency
<br>
<br>        At least 18 years of age
<br>
<br>        At most 90 years of age
<br>
<br>        Exclusion Criteria:
<br>
<br>        In order for a subject to be considered for this study, he/she may NOT have any of the
<br>        following:
<br>
<br>        Subjects not English proficient
<br>
<br>        Subjects unable to give informed consent
<br>
<br>        Subjects do not meet age requirements (18-90)
<br>
<br>        Subjects who would not be able to lay down without excessive movement in a calm environment
<br>        sufficiently long enough to be able to achieve sleep
<br>
<br>        Pregnancy, women who may become pregnant or are breastfeeding
<br>
<br>        Women with child-bearing potential who are not willing to use a double-barrier birth
<br>        control method
<br>
<br>        Males not willing to use a double-barrier birth control method with female sex partners
<br>        with child-bearing potential
<br>
<br>        Advanced terminal illness
<br>
<br>        Any active cancer or chemotherapy
<br>
<br>        Any other neoplastic illness or illness characterized by neovascularity
<br>
<br>        Macular degeneration
<br>
<br>        Subjects with scalp rash or open wounds on the scalp (for example from treatment of
<br>        squamous cell cancer)
<br>      ",,"Tremor;Parkinson Disease;Essential Tremor","Device: Focused Ultrasound","Essential Tremor Rating Assessment Scale (TETRAS);Essential Tremor Rating Assessment Scale (TETRAS)","9 Hole Pegboard Task (9 HPT);9 Hole Pegboard Task (9 HPT);Parkinson's Activities of Daily Living Scale (PAD-L);Parkinson's Activities of Daily Living Scale (PAD-L)",,,,No,False,"          ",
DRKS00025979,"22 January 2024","HEALTHY BRAIN AGEING (HeBA)- a European online project to identify subjects at risk for neurodegenerative disorders for further follow-up



Local Sub-Title: Gesund Altern!– eine populations- und internetbasierte Studie zu Früherkennungsmöglichkeiten des idiopathischen Parkinson-Syndroms und dementieller Syndrome","HEALTHY BRAIN AGEING (HeBA)- a European online project to identify subjects at risk for neurodegenerative disorders for further follow-up



Local Sub-Title: Gesund Altern!– eine populations- und internetbasierte Studie zu Früherkennungsmöglichkeiten des idiopathischen Parkinson-Syndroms und dementieller Syndrome - HeBA-Study                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",,"Paracelsus-Elena-Klinik Kassel",07/01/2022,"  20220107","03/03/2024 20:40:04","German Clinical Trials Register",http://drks.de/search/en/trial/DRKS00025979,Recruiting,No,"50 Years","80 Years",All,15/01/2022,900,observational,"Allocation: ; Masking: ; Control: ; Assignment: ; Study design purpose: screening ",,Austria;Germany;Spain;Luxembourg,,,"Klinikstraße 16",gesundaltern@pkd.de,495616009250,"Paracelsus-Elena-Klinik Kassel","Inclusion criteria: Phase 1a (Online Survey):
<br>(a)	registered residents of the city of Kassel and the district of Kassel
<br>(b)	male or female age 50 till 80
<br>(c)	consent to study participation via WebConsent form
<br>
<br>Phase 1b (Smell Assessment)
<br>(a)	participants of phase 1 with highest risk according to the screening algorithm with subjective hyposmia (n=600) or subjective normosmia (n=2000)
<br>(b)	consent to be contacted by the study team for follow-up investigation via WebConsent form
<br>
<br>Phase 2 (In-Person Visits)
<br>(a)	participants of phase 1a with lowest risk according to the risk assessment of the online survey 
<br>(b)	participants of phase 1b with pathological olfactory function test (defined as at or below the 15th percentile by age and gender determined by UPSIT®)
<br>(c)	consent to be contacted by the study team for invitation to in-person investigations via WebConsent form
<br>(d)	written informed consent to participate in more in-depth examinations after consultation at the beginning of the in-person visit
<br>","Exclusion criteria: Phase 1a (Online Survey)
<br>(a)	lack of consent 
<br>
<br>Phase 1b (Smell Assessment)
<br>(a)	subjects with previously diagnosed movement disorder (idiopathic or atypical PD) or diagnosed dementia
<br>(b)	subjects with clinically relevant diseases of the central nervous system (multiple sclerosis, severe vascular encephalopathy, Korsakoff syndrome, etc.)
<br>(c)	subjects who take medication that can cause drug-induced PD (e.g. Haloperidol, Risperdal, etc.) 
<br>
<br>Phase 2 (In-Person Visits)
<br>(a)	subjects with previously diagnosed movement disorder (idiopathic or atypical PD) or diagnosed dementia or high clinical suspicion of these conditions (in the opinion of the investigator)
<br>b)	subjects with clinically relevant diseases of the central nervous system (multiple sclerosis, severe vascular encephalopathy, Korsakoff syndrome, etc.) or high clinical suspicion of these conditions (in the opinion of the investigator)
<br>c)	subjects who take medication that can cause drug-induced PD (e.g. Haloperidol, Risperdal, etc.) 
<br>d)	inability to provide written informed consent
<br>"," <br>G20 <br>G30.9;Parkinson disease;Alzheimer disease, unspecified;G30.9","Group 1: high-risk cohort<br><br>study plan: <br>phase 1a (Online Survey): <br>Participants fill out a specially designed questionnaire online, which determines risk factors and prodromal markers determined in previous studies. A risk score is calculated based on the questionnaires answered by adding up the relative risks or odds ratios associated with the respective answers. Participants are then allocated to their respective risk cohort according to their personal risk score. (time point: after initiation of the online survey)<br><br>phase 1b (Smell Assessment):<br>Participants will self-administer a University of Pennsylvania Smell Identification Test (UPSIT®). (time point: after risk cohort allocation)<br><br>phase 2 (In-Person Visits):<br>Prodromal markers and risk factors of the participants are verified using gold standard methods; investigations include structured interview, validated questionnaires, cognitive screening (MoCA), physical examination, sampling of blood, saliva, urine, stool, cerebra-spinal fluid, skin, nasal lavage, transcranial ultrasound, lying and standing blood pressure, cranial magnetic resonance imaging, polysomnography. (time point: after smell assessment evaluation)<br><br><br>Group 2: low-risk cohort<br><br>study plan: see high risk cohort<br>Group 3: medium-risk cohort<br><br>study plan: see high risk cohort","ONLINE SURVEY: The primary goal of phase 1a is the questionnaire-based characterization of the general population between the ages of 50 and 80 with regard to risk factors for prodromal PD and/or dementia.<br><br>SMELL ASSESSMENT: The primary goal of phase 1b is the additional characterization of olfactory function of subjects with highest risk according to the results of phase 1a.<br><br>IN-PERSON VISITS: The primary goal of phase 2 is the evaluation of the screening module of phase 1a with regard to specificity / validity, if necessary, optimization of the module.<br>","A secondary goal of phase 1a (online survey) is to identify a population-based “high” and “low” risk cohort with regard to the likelihood of developing PD and/or dementia using known algorithms (risk assessment).
<br>
<br>A secondary goal of phase 1b (smell assessment) is to identify eligible subjects for in-person visits of phase 2 according to their olfactory function.
<br>
<br>A secondary goal of phase 2 (in-person visits) is the clinical and diagnostic characterization of the population-based “high” and “low-risk cohort” as well as the establishment of a longitudinal cohort.",,,http://drks.de/search/en/trial/DRKS00025979#studyResults,Yes,False,"          ",
JPRN-jRCTs032210506,"17 October 2023","Focused ultrasound pallidothalamic tractotomy for cervical dystonia","A pilot trial of safety and effectiveness of Magnetic Resonance-guided
Focused Ultrasound (MRgFUS) Ablation of the pallidothalamic tract for the
Treatment of Cervical Dystonia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ",,"Shiro Horisawa",22/12/2021,"  20211222","03/03/2024 20:40:04",JPRN,https://jrct.niph.go.jp/latest-detail/jRCTs032210506,Recruiting,No,">= 20age old","<= 70age old",Both,10/03/2022,10,Interventional,"single arm study, single blind, uncontrolled control, single assignment, treatment purpose",N/A,,Horisawa,Shiro,"kawadacho, 8-1, Shinjuku, Tokyo",neurosurgery0222@gmail.com,+81-3-3353-8111,"Tokyo Women's Medical University Hospital","Inclusion criteria: 1) cervical dystonia<br>2) Age: 20-70<br>3) Toronto Western SpasmodicTorticollis Rating Scale severity scale more than 15<br>4) medically and botulinum toxin injection refractory cervical dystonia<br>5) patient who can understand the study protocol by oneself","Exclusion criteria: 1) inability to stop antiplatelete or anticoagulant medications<br>2) inability to take MRI<br>3) lactating or pregnant woman<br>4) on hemodialysis<br>5) intractable hypertension ( diastolic pressure > 100)<br>6) past history of cranial surgery<br>7) past history of cervical surgery<br>8) past history of stroke<br>9) past history of structural lesion in the brain<br>10) progressive neurodegenerative disease<br>11) past history of psychiatric disorders<br>12) Any patient that in the investigator's opinion preclude participation in this study.","cervical dystonia","MR-guided focused ultrasound pallidothalamic tractotomy:<br>hair-shaved, frame fixation, MRI/CT, on the MRI/Exablate Transcranial MRgFUS therapy table, treatment sonication with intraoperative MR thermometry<br>the procedure takes 60-180 minutes<br>postoperative MRI confirm the lesion location and complications","6-month postoperative Toronto Western Spasmodic Torticollis Rating Scale (TWSTRS)","BFMDRS, BDI, BAI, AES, MMSE, Postoperative neurological deficit",,,,Yes,False,"          ",
NCT05008094,"24 August 2021","The Epidemiology of Parkinson's Disease in Croatia and the Influence of Genetic Factors and Microbiota on the Progression and Treatment Outcomes of the Disease (GiOPARK)","The Epidemiology of Parkinson's Disease in Croatia and the Influence of Genetic Factors and Microbiota on the Progression and Treatment Outcomes of the Disease",GiOPARK,"Clinical Hospital Center Rijeka",04/08/2021,"  20210804","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/show/NCT05008094,Recruiting,No,"18 Years","85 Years",All,01/05/2020,300,Observational,,,Croatia," ","Vladimira Vuletic",,,,"Clinical Hospital Center Rijeka","
<br>        Inclusion Criteria:
<br>
<br>          -  Inclusion criteria for participation of drug-naïve patients is a confirmed PD
<br>             diagnosis according to the Movement Disorder Society Clinical Diagnostic criteria.
<br>
<br>          -  The healthy control group will consist of participants from the same age group with
<br>             the same nutritional status (body mass index), as well as living in the same
<br>             geographical area as the test group.
<br>
<br>        Exclusion Criteria:
<br>
<br>          -  unique diet plans, chronic bowel disease, any autoimmune disorder, acute infectious
<br>             diseases, acute active inflammation, patient history positive for significant
<br>             gastrointestinal surgical procedures and an active antibiotic, probiotic use.
<br>      ",,"Parkinson Disease;Genetic Disease;Microbiota;Neuro-Degenerative Disease;Neuroinflammatory Response","Diagnostic Test: Whole-exome sequencing;Diagnostic Test: Microbiota sequencing;Diagnostic Test: Magnetic resonance imaging;Diagnostic Test: Transcranial ultrasound and Electroencephalography;Diagnostic Test: ELISA (Enzyme-Linked Immunosorbent Assay);Diagnostic Test: Fluorescent correlation spectroscopy (FCS)","Genetic mutations in familial or early onset Croatian Parkinson's disease patients;Influence of genetic factors on the disease's progression and treatment outcomes.;Influence of microbiological factors on the disease's progression and treatment outcomes.","Genetic factors in general Croatian Parkinson's disease patients;Composition of microbiota in Croatian PD patients and controls;Effects of Parkinson's disease treatment on microbiota and inflammatory response in Parkinson's disease patients;Influence of microbiota and inflammatory factors on progression and treatment in Croatian PD patients;Pathological alpha-synuclein conformation in PD patients and controls",,,,No,False,"          ",
NCT04970745,"26 July 2021","Application of Tremor Analysis in Parkinson's Disease and Its Related Diseases","Application of Tremor Analysis in Parkinson's Disease and Its Related Diseases",,"Peking University Third Hospital",27/06/2021,"  20210627","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/show/NCT04970745,"Not recruiting",No,"45 Years","75 Years",All,01/01/2018,120,Observational,,,China," ","Xiaoxuan Liu",,,,"Peking University Third Hospital","
<br>        Inclusion Criteria:
<br>
<br>          -  Enrollment criteria: All patients from the outpatient and inpatient department of
<br>             neurological movement disorders, aged 45-75 years, meet the following symptom scores
<br>             greater than or equal to 4 points: olfactory disorder (2 points), rapid eye movement
<br>             sleep behavior disorder (2 points) , Constipation (1 point), anxiety and depression
<br>             symptoms (1 point), muscle stiffness (1 point), tremor (1 point), balance disorder (1
<br>             point), signed informed consent;
<br>
<br>        Exclusion Criteria:
<br>
<br>          -  exclusion criteria: a. Clear cerebellar abnormalities; b. Downward vertical
<br>             supranuclear gaze palsy, or selective downward vertical saccade slowed down; c. Within
<br>             the first 5 years of onset, diagnosed as possible behavioral variant frontotemporal
<br>             dementia or primary Progressive aphasia; d. The onset of Parkinson's syndrome that is
<br>             still limited to the lower limbs for 3 years; e. Parkinson's syndrome caused by drugs;
<br>             f. The effect of levodopa is not good; g. Cortical sensory loss.
<br>      ",,"Parkinson Disease","Other: Transcranial parenchymal color Doppler ultrasound (TCS);Other: Electromyography (EMG) tremor analysis","nigrostriatal echogenic area;Electromyography (EMG) tremor analysis;Electromyography (EMG) tremor analysis",,,,,No,False,"          ",
NCT04250376,"3 April 2023","The Use of Transcranial Focused Ultrasound for the Treatment of Neurodegenerative Dementias","The Use of Transcranial Focused Ultrasound for the Treatment of Neurodegenerative Dementias",,"Neurological Associates of West Los Angeles",29/01/2020,"  20200129","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/show/NCT04250376,Recruiting,No,"45 Years","93 Years",All,27/11/2017,100,Interventional,"Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label). ",N/A,"United States"," ","Sheldon E Jordan, M.D.",,,,"Neurology Management Associates","
<br>        Inclusion Criteria:
<br>
<br>          -  CDR stage of at least 0.5 (mild cognitive impairment)
<br>
<br>          -  At least one pathognomic imaging biomarker of a neurodegenerative process.
<br>
<br>        Exclusion Criteria:
<br>
<br>          -  Cognitive decline clearly related to an acute illness
<br>
<br>          -  Subjects unable to give informed consent
<br>
